timestamp,equipment_id,vibration,temperature,pressure,current,rpm,tool_wear,degradation_level,failure_imminent,failure_type
2020-05-04 16:00:00,Machine_17851,3.005,309.7,134.1,50.9,1341,137,0.685,False,No Failure
2020-05-04 17:00:00,Machine_17852,3.005,309.7,168.5,29.4,1685,140,0.7,False,No Failure
2020-05-04 18:00:00,Machine_17853,3.005,309.8,137.0,55.9,1370,143,0.715,False,No Failure
2020-05-04 19:00:00,Machine_L50174,3.005,309.8,146.1,52.5,1461,146,0.73,False,No Failure
2020-05-04 20:00:00,Machine_L50175,3.005,309.8,155.0,37.4,1550,148,0.74,False,No Failure
2020-05-04 21:00:00,Machine_17856,3.005,309.8,150.8,37.8,1508,150,0.75,False,No Failure
2020-05-04 22:00:00,Machine_L50177,3.005,309.8,134.5,62.7,1345,153,0.765,False,No Failure
2020-05-04 23:00:00,Machine_L50178,3.005,309.7,161.6,34.5,1616,155,0.775,False,No Failure
2020-05-05 00:00:00,Machine_L50179,3.005,309.7,139.5,61.0,1395,157,0.785,False,No Failure
2020-05-05 01:00:00,Machine_H32414,3.005,309.8,132.4,72.8,1324,159,0.795,True,Power Failure
2020-05-05 02:00:00,Machine_L50181,3.005,309.8,144.5,43.9,1445,164,0.82,False,No Failure
2020-05-05 03:00:00,Machine_17862,3.005,309.8,155.5,38.9,1555,166,0.83,False,No Failure
2020-05-05 04:00:00,Machine_17863,3.0060000000000002,309.9,144.9,42.4,1449,169,0.845,False,No Failure
2020-05-05 05:00:00,Machine_17864,3.005,309.9,146.6,53.2,1466,172,0.86,False,No Failure
2020-05-05 06:00:00,Machine_L50185,3.005,309.9,150.3,37.4,1503,175,0.875,False,No Failure
2020-05-05 07:00:00,Machine_L50186,3.0039999999999996,309.7,148.8,35.7,1488,177,0.885,False,No Failure
2020-05-05 08:00:00,Machine_L50187,3.0039999999999996,309.7,131.4,50.2,1314,179,0.895,False,No Failure
2020-05-05 09:00:00,Machine_17868,3.0039999999999996,309.7,154.7,38.0,1547,181,0.905,False,No Failure
2020-05-05 10:00:00,Machine_17869,3.0039999999999996,309.7,146.6,39.8,1466,184,0.92,False,No Failure
2020-05-05 11:00:00,Machine_L50190,3.003,309.6,153.7,37.1,1537,187,0.935,False,No Failure
2020-05-05 12:00:00,Machine_17871,3.002,309.5,143.4,51.5,1434,189,0.945,False,No Failure
2020-05-05 13:00:00,Machine_L50192,3.0039999999999996,309.6,143.2,44.7,1432,192,0.96,False,No Failure
2020-05-05 14:00:00,Machine_L50193,3.005,309.6,139.0,48.4,1390,194,0.97,False,No Failure
2020-05-05 15:00:00,Machine_L50194,3.005,309.7,158.0,42.8,1580,196,0.98,False,No Failure
2020-05-05 16:00:00,Machine_L50195,3.005,309.7,158.9,30.5,1589,198,0.99,False,No Failure
2020-05-05 17:00:00,Machine_L50196,3.005,309.8,144.1,48.8,1441,200,1.0,False,No Failure
2020-05-05 18:00:00,Machine_L50197,3.005,309.8,130.5,51.7,1305,202,1.0,False,No Failure
2020-05-05 19:00:00,Machine_17878,3.005,309.8,156.6,35.9,1566,204,1.0,False,No Failure
2020-05-05 20:00:00,Machine_L50199,3.005,309.8,137.9,54.2,1379,207,1.0,True,Overstrain Failure
2020-05-05 21:00:00,Machine_L50200,3.0039999999999996,309.6,154.3,38.1,1543,209,1.0,False,No Failure
2020-05-05 22:00:00,Machine_L50201,3.005,309.8,142.1,49.6,1421,211,1.0,False,No Failure
2020-05-05 23:00:00,Machine_L50202,3.005,309.6,176.0,30.6,1760,213,1.0,False,No Failure
2020-05-06 00:00:00,Machine_L50203,3.0039999999999996,309.5,171.1,29.2,1711,215,1.0,False,No Failure
2020-05-06 01:00:00,Machine_L50204,3.005,309.6,146.5,41.6,1465,217,1.0,False,No Failure
2020-05-06 02:00:00,Machine_L50205,3.005,309.6,136.6,50.2,1366,219,1.0,False,No Failure
2020-05-06 03:00:00,Machine_17886,3.0039999999999996,309.5,188.8,21.9,1888,221,1.0,False,No Failure
2020-05-06 04:00:00,Machine_L50207,3.005,309.5,177.7,23.6,1777,0,0.0,False,No Failure
2020-05-06 05:00:00,Machine_L50208,3.005,309.5,137.9,55.6,1379,2,0.01,False,No Failure
2020-05-06 06:00:00,Machine_L50209,3.0039999999999996,309.5,152.5,51.3,1525,4,0.02,False,No Failure
2020-05-06 07:00:00,Machine_17890,3.0039999999999996,309.6,156.3,34.0,1563,6,0.03,False,No Failure
2020-05-06 08:00:00,Machine_17891,3.005,309.7,138.9,43.3,1389,9,0.045,False,No Failure
2020-05-06 09:00:00,Machine_17892,3.0060000000000002,309.8,144.7,42.9,1447,12,0.06,False,No Failure
2020-05-06 10:00:00,Machine_17893,3.0060000000000002,309.7,193.4,22.8,1934,15,0.075,False,No Failure
2020-05-06 11:00:00,Machine_H32448,3.0060000000000002,309.7,147.0,43.8,1470,18,0.09,False,No Failure
2020-05-06 12:00:00,Machine_17895,3.0060000000000002,309.7,142.8,42.6,1428,23,0.115,False,No Failure
2020-05-06 13:00:00,Machine_L50216,3.0039999999999996,309.6,131.9,48.1,1319,26,0.13,False,No Failure
2020-05-06 14:00:00,Machine_L50217,3.005,309.7,188.7,24.3,1887,28,0.14,False,No Failure
2020-05-06 15:00:00,Machine_L50218,3.0039999999999996,309.5,134.9,50.4,1349,30,0.15,False,No Failure
2020-05-06 16:00:00,Machine_17899,3.003,309.5,166.5,31.4,1665,32,0.16,False,No Failure
2020-05-06 17:00:00,Machine_L50220,3.003,309.5,147.4,38.7,1474,35,0.175,False,No Failure
2020-05-06 18:00:00,Machine_L50221,3.0039999999999996,309.5,154.3,38.9,1543,37,0.185,False,No Failure
2020-05-06 19:00:00,Machine_17902,3.002,309.4,145.9,43.9,1459,39,0.195,False,No Failure
2020-05-06 20:00:00,Machine_L50223,3.003,309.5,155.1,37.9,1551,42,0.21,False,No Failure
2020-05-06 21:00:00,Machine_L50224,3.002,309.4,198.1,21.4,1981,44,0.22,False,No Failure
2020-05-06 22:00:00,Machine_L50225,3.002,309.4,152.6,35.3,1526,46,0.23,False,No Failure
2020-05-06 23:00:00,Machine_17906,3.002,309.4,150.1,40.0,1501,48,0.24,False,No Failure
2020-05-07 00:00:00,Machine_L50227,3.002,309.4,155.8,38.3,1558,51,0.255,False,No Failure
2020-05-07 01:00:00,Machine_L50228,3.002,309.3,153.2,43.2,1532,53,0.265,False,No Failure
2020-05-07 02:00:00,Machine_L50229,3.0010000000000003,309.2,132.6,55.9,1326,55,0.275,False,No Failure
2020-05-07 03:00:00,Machine_L50230,3.002,309.2,143.1,51.3,1431,57,0.285,False,No Failure
2020-05-07 04:00:00,Machine_L50231,3.002,309.3,136.6,49.3,1366,59,0.295,False,No Failure
2020-05-07 05:00:00,Machine_L50232,3.0010000000000003,309.2,142.1,42.5,1421,61,0.305,False,No Failure
2020-05-07 06:00:00,Machine_H32467,3.002,309.3,150.6,35.6,1506,63,0.315,False,No Failure
2020-05-07 07:00:00,Machine_H32468,3.002,309.3,134.2,48.7,1342,68,0.34,False,No Failure
2020-05-07 08:00:00,Machine_L50235,3.0010000000000003,309.2,142.7,37.6,1427,73,0.365,False,No Failure
2020-05-07 09:00:00,Machine_L50236,3.002,309.2,166.7,29.9,1667,75,0.375,False,No Failure
2020-05-07 10:00:00,Machine_L50237,3.0010000000000003,309.1,140.0,46.7,1400,77,0.385,False,No Failure
2020-05-07 11:00:00,Machine_L50238,3.0,309.0,170.9,32.1,1709,79,0.395,False,No Failure
2020-05-07 12:00:00,Machine_17919,3.0,309.0,136.8,45.8,1368,81,0.405,False,No Failure
2020-05-07 13:00:00,Machine_L50240,3.0,309.1,188.2,23.8,1882,84,0.42,False,No Failure
2020-05-07 14:00:00,Machine_L50241,3.0010000000000003,309.1,135.3,58.7,1353,86,0.43,False,No Failure
2020-05-07 15:00:00,Machine_L50242,2.9989999999999997,309.0,155.3,40.0,1553,88,0.44,False,No Failure
2020-05-07 16:00:00,Machine_L50243,3.0,309.1,143.1,45.4,1431,90,0.45,False,No Failure
2020-05-07 17:00:00,Machine_17924,3.0010000000000003,309.1,173.1,30.4,1731,92,0.46,False,No Failure
2020-05-07 18:00:00,Machine_17925,3.0010000000000003,309.2,168.7,27.7,1687,95,0.475,False,Random Failure
2020-05-07 19:00:00,Machine_17926,3.0010000000000003,309.2,145.7,44.3,1457,98,0.49,False,No Failure
2020-05-07 20:00:00,Machine_L50247,3.0010000000000003,309.2,153.3,37.0,1533,101,0.505,False,No Failure
2020-05-07 21:00:00,Machine_H32482,3.0,309.0,162.2,31.8,1622,103,0.515,False,No Failure
2020-05-07 22:00:00,Machine_L50249,3.0,309.1,179.1,28.2,1791,108,0.54,False,No Failure
2020-05-07 23:00:00,Machine_L50250,3.0,309.1,163.1,28.3,1631,110,0.55,False,No Failure
2020-05-08 00:00:00,Machine_L50251,3.0,309.0,217.4,16.9,2174,112,0.56,False,No Failure
2020-05-08 01:00:00,Machine_L50252,3.0010000000000003,309.0,131.4,58.2,1314,114,0.57,False,No Failure
2020-05-08 02:00:00,Machine_L50253,3.0010000000000003,309.1,147.8,46.9,1478,116,0.58,False,No Failure
2020-05-08 03:00:00,Machine_L50254,3.0010000000000003,309.2,178.3,27.3,1783,118,0.59,False,No Failure
2020-05-08 04:00:00,Machine_17935,3.0010000000000003,309.2,138.5,46.1,1385,120,0.6,False,No Failure
2020-05-08 05:00:00,Machine_L50256,3.0,309.2,144.4,43.6,1444,123,0.615,False,No Failure
2020-05-08 06:00:00,Machine_L50257,3.0010000000000003,309.3,184.1,23.0,1841,125,0.625,False,No Failure
2020-05-08 07:00:00,Machine_17938,3.0010000000000003,309.4,134.9,56.2,1349,127,0.635,False,No Failure
2020-05-08 08:00:00,Machine_L50259,3.0010000000000003,309.3,134.0,56.0,1340,130,0.65,False,No Failure
2020-05-08 09:00:00,Machine_17940,2.9989999999999997,309.2,153.9,43.2,1539,132,0.66,False,No Failure
2020-05-08 10:00:00,Machine_17941,3.0,309.3,193.2,21.8,1932,135,0.675,False,No Failure
2020-05-08 11:00:00,Machine_17942,3.0,309.3,140.7,43.9,1407,138,0.69,False,No Failure
2020-05-08 12:00:00,Machine_L50263,3.0010000000000003,309.3,171.2,28.5,1712,141,0.705,False,No Failure
2020-05-08 13:00:00,Machine_H32498,3.0010000000000003,309.4,132.9,55.2,1329,143,0.715,False,No Failure
2020-05-08 14:00:00,Machine_L50265,3.0010000000000003,309.2,144.1,42.9,1441,148,0.74,False,No Failure
2020-05-08 15:00:00,Machine_L50266,3.0,309.2,161.0,32.1,1610,150,0.75,False,No Failure
2020-05-08 16:00:00,Machine_17947,3.0,309.1,147.4,45.2,1474,152,0.76,False,No Failure
2020-05-08 17:00:00,Machine_17948,3.0,309.1,162.4,30.8,1624,155,0.775,False,No Failure
2020-05-08 18:00:00,Machine_H32503,3.0010000000000003,309.3,152.0,38.2,1520,158,0.79,False,No Failure
2020-05-08 19:00:00,Machine_H32504,3.0010000000000003,309.3,144.8,45.8,1448,163,0.815,False,No Failure
2020-05-08 20:00:00,Machine_L50271,3.0,309.3,155.8,29.7,1558,168,0.84,False,No Failure
2020-05-08 21:00:00,Machine_17952,3.0,309.3,229.3,16.3,2293,170,0.85,False,No Failure
2020-05-08 22:00:00,Machine_L50273,3.0,309.3,139.7,51.2,1397,173,0.865,False,No Failure
2020-05-08 23:00:00,Machine_L50274,3.0,309.3,197.2,22.0,1972,175,0.875,False,No Failure
2020-05-09 00:00:00,Machine_17955,2.9989999999999997,309.2,157.4,36.5,1574,177,0.885,False,No Failure
2020-05-09 01:00:00,Machine_L50276,2.9989999999999997,309.2,156.0,38.9,1560,180,0.9,False,No Failure
2020-05-09 02:00:00,Machine_17957,2.9989999999999997,309.2,135.3,49.8,1353,182,0.91,False,No Failure
2020-05-09 03:00:00,Machine_17958,2.9989999999999997,309.2,138.9,51.2,1389,185,0.925,False,No Failure
2020-05-09 04:00:00,Machine_17959,2.9989999999999997,309.1,151.3,43.8,1513,188,0.94,False,No Failure
2020-05-09 05:00:00,Machine_L50280,2.998,309.1,157.8,42.1,1578,191,0.955,False,No Failure
2020-05-09 06:00:00,Machine_H32515,2.998,309.0,146.7,37.3,1467,193,0.965,False,No Failure
2020-05-09 07:00:00,Machine_L50282,2.9989999999999997,309.1,141.2,48.3,1412,198,0.99,False,No Failure
2020-05-09 08:00:00,Machine_L50283,2.998,309.1,166.8,30.3,1668,200,1.0,False,No Failure
2020-05-09 09:00:00,Machine_17964,2.998,309.2,167.8,29.8,1678,202,1.0,False,No Failure
2020-05-09 10:00:00,Machine_L50285,2.998,309.1,161.2,35.4,1612,205,1.0,False,No Failure
2020-05-09 11:00:00,Machine_L50286,2.998,309.1,148.5,39.9,1485,207,1.0,False,No Failure
2020-05-09 12:00:00,Machine_17967,2.998,309.1,145.6,39.4,1456,209,1.0,False,No Failure
2020-05-09 13:00:00,Machine_L50288,2.998,309.2,150.4,38.7,1504,212,1.0,False,No Failure
2020-05-09 14:00:00,Machine_L50289,2.9989999999999997,309.2,149.1,44.3,1491,214,1.0,False,No Failure
2020-05-09 15:00:00,Machine_H32524,2.9989999999999997,309.2,152.5,33.2,1525,0,0.0,False,No Failure
2020-05-09 16:00:00,Machine_L50291,3.0,309.2,175.9,27.9,1759,5,0.025,False,No Failure
2020-05-09 17:00:00,Machine_17972,2.998,309.1,135.5,56.7,1355,7,0.035,False,No Failure
2020-05-09 18:00:00,Machine_17973,2.9989999999999997,309.1,134.5,56.8,1345,10,0.05,False,No Failure
2020-05-09 19:00:00,Machine_17974,2.9989999999999997,309.2,168.3,30.5,1683,13,0.065,False,No Failure
2020-05-09 20:00:00,Machine_L50295,2.9989999999999997,309.2,165.8,34.8,1658,16,0.08,False,No Failure
2020-05-09 21:00:00,Machine_L50296,3.0,309.2,156.6,34.4,1566,18,0.09,False,No Failure
2020-05-09 22:00:00,Machine_17977,3.0010000000000003,309.3,146.9,43.9,1469,20,0.1,False,No Failure
2020-05-09 23:00:00,Machine_17978,3.002,309.5,145.8,46.9,1458,23,0.115,False,No Failure
2020-05-10 00:00:00,Machine_L50299,3.0010000000000003,309.4,185.8,23.6,1858,26,0.13,False,No Failure
2020-05-10 01:00:00,Machine_H32534,3.0010000000000003,309.4,156.3,40.8,1563,28,0.14,False,No Failure
2020-05-10 02:00:00,Machine_L50301,3.0010000000000003,309.4,214.1,17.9,2141,33,0.165,False,No Failure
2020-05-10 03:00:00,Machine_L50302,3.0,309.3,147.3,46.0,1473,35,0.175,False,No Failure
2020-05-10 04:00:00,Machine_H32537,3.0,309.4,149.8,38.5,1498,37,0.185,False,No Failure
2020-05-10 05:00:00,Machine_L50304,3.0010000000000003,309.4,156.8,39.7,1568,42,0.21,False,No Failure
2020-05-10 06:00:00,Machine_L50305,3.0010000000000003,309.4,169.4,27.4,1694,44,0.22,False,No Failure
2020-05-10 07:00:00,Machine_L50306,3.0,309.4,149.9,35.7,1499,46,0.23,False,No Failure
2020-05-10 08:00:00,Machine_L50307,3.0,309.5,171.7,28.3,1717,48,0.24,False,No Failure
2020-05-10 09:00:00,Machine_17988,3.0010000000000003,309.5,146.2,42.8,1462,50,0.25,False,No Failure
2020-05-10 10:00:00,Machine_L50309,3.0010000000000003,309.6,164.2,34.5,1642,53,0.265,False,No Failure
2020-05-10 11:00:00,Machine_L50310,3.0010000000000003,309.6,176.0,25.4,1760,55,0.275,False,No Failure
2020-05-10 12:00:00,Machine_L50311,3.0010000000000003,309.5,166.0,32.7,1660,57,0.285,False,No Failure
2020-05-10 13:00:00,Machine_L50312,3.0010000000000003,309.5,155.7,40.6,1557,59,0.295,False,No Failure
2020-05-10 14:00:00,Machine_H32547,3.002,309.6,144.2,49.2,1442,61,0.305,False,No Failure
2020-05-10 15:00:00,Machine_L50314,3.002,309.6,135.9,51.5,1359,66,0.33,False,No Failure
2020-05-10 16:00:00,Machine_L50315,3.0039999999999996,309.8,134.2,52.5,1342,68,0.34,False,No Failure
2020-05-10 17:00:00,Machine_L50316,3.0039999999999996,309.9,143.5,54.8,1435,70,0.35,False,No Failure
2020-05-10 18:00:00,Machine_L50317,3.0039999999999996,309.9,156.7,36.5,1567,72,0.36,False,No Failure
2020-05-10 19:00:00,Machine_L50318,3.0039999999999996,309.9,137.6,43.5,1376,74,0.37,False,No Failure
2020-05-10 20:00:00,Machine_H32553,3.0039999999999996,309.9,151.3,38.7,1513,76,0.38,False,No Failure
2020-05-10 21:00:00,Machine_H32554,3.0039999999999996,309.9,256.3,12.8,2563,81,0.405,True,Power Failure
2020-05-10 22:00:00,Machine_L50321,3.005,310.0,152.1,45.1,1521,86,0.43,False,No Failure
2020-05-10 23:00:00,Machine_L50322,3.0060000000000002,310.0,165.8,34.7,1658,88,0.44,False,No Failure
2020-05-11 00:00:00,Machine_H32557,3.0060000000000002,310.0,141.9,42.4,1419,90,0.45,False,No Failure
2020-05-11 01:00:00,Machine_18004,3.0060000000000002,310.0,147.8,36.3,1478,95,0.475,False,No Failure
2020-05-11 02:00:00,Machine_18005,3.005,310.0,141.5,43.5,1415,98,0.49,False,No Failure
2020-05-11 03:00:00,Machine_18006,3.005,309.9,178.0,26.5,1780,101,0.505,False,No Failure
2020-05-11 04:00:00,Machine_18007,3.0039999999999996,309.7,144.0,42.8,1440,104,0.52,False,No Failure
2020-05-11 05:00:00,Machine_H32562,3.0039999999999996,309.8,144.8,39.7,1448,107,0.535,False,No Failure
2020-05-11 06:00:00,Machine_H32563,3.0039999999999996,309.7,150.0,35.2,1500,112,0.56,False,No Failure
2020-05-11 07:00:00,Machine_L50330,3.0039999999999996,309.8,151.3,32.9,1513,117,0.585,False,No Failure
2020-05-11 08:00:00,Machine_L50331,3.005,309.8,142.8,43.8,1428,119,0.595,False,No Failure
2020-05-11 09:00:00,Machine_18012,3.005,309.8,147.3,42.3,1473,121,0.605,False,No Failure
2020-05-11 10:00:00,Machine_18013,3.005,309.9,148.3,49.3,1483,124,0.62,False,No Failure
2020-05-11 11:00:00,Machine_L50334,3.0039999999999996,309.7,153.4,42.5,1534,127,0.635,False,No Failure
2020-05-11 12:00:00,Machine_L50335,3.005,309.8,136.7,54.0,1367,129,0.645,False,No Failure
2020-05-11 13:00:00,Machine_L50336,3.0039999999999996,309.7,146.7,36.9,1467,131,0.655,False,No Failure
2020-05-11 14:00:00,Machine_18017,3.0039999999999996,309.7,148.8,42.2,1488,133,0.665,False,No Failure
2020-05-11 15:00:00,Machine_L50338,3.0039999999999996,309.7,167.9,30.1,1679,136,0.68,False,No Failure
2020-05-11 16:00:00,Machine_H32573,3.0039999999999996,309.8,140.9,47.5,1409,138,0.69,False,No Failure
2020-05-11 17:00:00,Machine_18020,3.0039999999999996,309.7,136.7,51.2,1367,143,0.715,False,No Failure
2020-05-11 18:00:00,Machine_L50341,3.0039999999999996,309.8,131.4,63.1,1314,146,0.73,False,No Failure
2020-05-11 19:00:00,Machine_L50342,3.005,309.9,148.0,40.0,1480,148,0.74,False,No Failure
2020-05-11 20:00:00,Machine_L50343,3.0039999999999996,309.8,154.9,38.9,1549,150,0.75,False,No Failure
2020-05-11 21:00:00,Machine_L50344,3.0039999999999996,309.7,168.5,31.3,1685,152,0.76,False,No Failure
2020-05-11 22:00:00,Machine_L50345,3.0039999999999996,309.6,153.6,34.5,1536,154,0.77,False,No Failure
2020-05-11 23:00:00,Machine_18026,3.0039999999999996,309.7,153.9,37.7,1539,156,0.78,False,No Failure
2020-05-12 00:00:00,Machine_L50347,3.0039999999999996,309.7,138.4,45.1,1384,159,0.795,False,No Failure
2020-05-12 01:00:00,Machine_18028,3.0039999999999996,309.6,161.4,30.3,1614,161,0.805,False,No Failure
2020-05-12 02:00:00,Machine_18029,3.0039999999999996,309.6,167.5,35.5,1675,164,0.82,False,No Failure
2020-05-12 03:00:00,Machine_18030,3.0039999999999996,309.7,168.5,32.3,1685,167,0.835,False,No Failure
2020-05-12 04:00:00,Machine_L50351,3.0039999999999996,309.6,138.6,56.9,1386,170,0.85,False,No Failure
2020-05-12 05:00:00,Machine_18032,3.003,309.6,148.8,41.3,1488,172,0.86,False,No Failure
2020-05-12 06:00:00,Machine_L50353,3.003,309.6,162.4,32.6,1624,175,0.875,False,No Failure
2020-05-12 07:00:00,Machine_L50354,3.003,309.6,160.0,34.6,1600,177,0.885,False,No Failure
2020-05-12 08:00:00,Machine_L50355,3.003,309.6,146.8,44.7,1468,179,0.895,False,No Failure
2020-05-12 09:00:00,Machine_L50356,3.003,309.6,143.5,45.4,1435,181,0.905,False,No Failure
2020-05-12 10:00:00,Machine_18037,3.002,309.5,156.4,33.4,1564,183,0.915,False,No Failure
2020-05-12 11:00:00,Machine_18038,3.002,309.4,132.9,53.6,1329,186,0.93,False,No Failure
2020-05-12 12:00:00,Machine_L50359,3.0010000000000003,309.3,157.0,36.8,1570,189,0.945,False,No Failure
2020-05-12 13:00:00,Machine_18040,3.002,309.4,143.3,48.8,1433,191,0.955,False,No Failure
2020-05-12 14:00:00,Machine_L50361,3.002,309.4,152.7,37.0,1527,194,0.97,False,No Failure
2020-05-12 15:00:00,Machine_18042,3.0010000000000003,309.3,144.3,50.3,1443,196,0.98,False,No Failure
2020-05-12 16:00:00,Machine_L50363,3.0010000000000003,309.3,161.6,32.0,1616,199,0.995,False,No Failure
2020-05-12 17:00:00,Machine_L50364,3.0010000000000003,309.3,165.4,31.0,1654,201,1.0,False,No Failure
2020-05-12 18:00:00,Machine_L50365,3.0010000000000003,309.3,168.5,27.1,1685,203,1.0,False,No Failure
2020-05-12 19:00:00,Machine_18046,3.002,309.4,145.6,48.8,1456,205,1.0,False,No Failure
2020-05-12 20:00:00,Machine_18047,3.002,309.4,175.2,27.8,1752,208,1.0,False,No Failure
2020-05-12 21:00:00,Machine_18048,3.0010000000000003,309.2,143.8,51.0,1438,211,1.0,False,No Failure
2020-05-12 22:00:00,Machine_L50369,3.0010000000000003,309.1,155.1,33.7,1551,214,1.0,False,No Failure
2020-05-12 23:00:00,Machine_L50370,3.0010000000000003,309.2,159.9,30.1,1599,216,1.0,False,No Failure
2020-05-13 00:00:00,Machine_18051,3.0010000000000003,309.2,173.2,33.7,1732,218,1.0,False,No Failure
2020-05-13 01:00:00,Machine_18052,3.0010000000000003,309.2,141.8,39.8,1418,221,1.0,False,No Failure
2020-05-13 02:00:00,Machine_L50373,3.0,309.1,140.1,44.5,1401,0,0.0,False,No Failure
2020-05-13 03:00:00,Machine_L50374,3.0,309.0,145.4,51.7,1454,2,0.01,False,No Failure
2020-05-13 04:00:00,Machine_18055,3.0,309.2,163.5,32.4,1635,4,0.02,False,No Failure
2020-05-13 05:00:00,Machine_L50376,3.0,309.1,148.9,40.3,1489,7,0.035,False,No Failure
2020-05-13 06:00:00,Machine_L50377,3.0,309.1,146.5,40.6,1465,9,0.045,False,No Failure
2020-05-13 07:00:00,Machine_18058,3.0,309.1,146.3,45.7,1463,11,0.055,False,No Failure
2020-05-13 08:00:00,Machine_H32613,3.0010000000000003,309.1,156.0,35.4,1560,14,0.07,False,No Failure
2020-05-13 09:00:00,Machine_18060,3.0010000000000003,309.2,145.4,44.4,1454,19,0.095,False,No Failure
2020-05-13 10:00:00,Machine_L50381,3.002,309.1,147.9,47.0,1479,22,0.11,False,No Failure
2020-05-13 11:00:00,Machine_L50382,3.002,309.2,143.0,43.4,1430,24,0.12,False,No Failure
2020-05-13 12:00:00,Machine_18063,3.0010000000000003,309.1,153.3,38.0,1533,26,0.13,False,No Failure
2020-05-13 13:00:00,Machine_L50384,3.0010000000000003,309.0,140.4,54.8,1404,29,0.145,False,No Failure
2020-05-13 14:00:00,Machine_18065,3.0010000000000003,308.9,154.8,38.4,1548,31,0.155,False,No Failure
2020-05-13 15:00:00,Machine_18066,3.0010000000000003,309.0,161.2,33.0,1612,34,0.17,False,No Failure
2020-05-13 16:00:00,Machine_18067,3.002,309.0,164.2,31.2,1642,37,0.185,False,No Failure
2020-05-13 17:00:00,Machine_18068,3.002,309.1,140.6,42.2,1406,40,0.2,False,No Failure
2020-05-13 18:00:00,Machine_L50389,3.003,309.2,158.7,31.4,1587,43,0.215,False,No Failure
2020-05-13 19:00:00,Machine_18070,3.003,309.2,136.4,47.6,1364,45,0.225,False,No Failure
2020-05-13 20:00:00,Machine_L50391,3.003,309.2,146.2,51.4,1462,48,0.24,False,No Failure
2020-05-13 21:00:00,Machine_L50392,3.003,309.2,164.9,32.4,1649,50,0.25,False,No Failure
2020-05-13 22:00:00,Machine_L50393,3.0039999999999996,309.2,175.2,29.0,1752,52,0.26,False,No Failure
2020-05-13 23:00:00,Machine_H32628,3.0039999999999996,309.3,139.6,51.2,1396,54,0.27,False,No Failure
2020-05-14 00:00:00,Machine_18075,3.005,309.4,217.9,16.3,2179,59,0.295,False,No Failure
2020-05-14 01:00:00,Machine_L50396,3.005,309.5,165.3,27.6,1653,62,0.31,False,No Failure
2020-05-14 02:00:00,Machine_L50397,3.0060000000000002,309.5,202.5,21.4,2025,64,0.32,False,No Failure
2020-05-14 03:00:00,Machine_L50398,3.0060000000000002,309.6,142.6,53.6,1426,66,0.33,False,No Failure
2020-05-14 04:00:00,Machine_18079,3.0060000000000002,309.6,150.3,38.4,1503,68,0.34,False,No Failure
2020-05-14 05:00:00,Machine_18080,3.0069999999999997,309.6,152.5,36.5,1525,71,0.355,False,No Failure
2020-05-14 06:00:00,Machine_L50401,3.0060000000000002,309.6,142.3,49.1,1423,74,0.37,False,No Failure
2020-05-14 07:00:00,Machine_18082,3.0069999999999997,309.7,143.5,44.7,1435,76,0.38,False,No Failure
2020-05-14 08:00:00,Machine_H32637,3.0060000000000002,309.5,149.5,36.5,1495,79,0.395,False,No Failure
2020-05-14 09:00:00,Machine_18084,3.0060000000000002,309.5,155.7,33.8,1557,84,0.42,False,No Failure
2020-05-14 10:00:00,Machine_L50405,3.0060000000000002,309.4,147.4,40.7,1474,87,0.435,False,No Failure
2020-05-14 11:00:00,Machine_L50406,3.005,309.3,146.5,46.0,1465,89,0.445,False,No Failure
2020-05-14 12:00:00,Machine_18087,3.005,309.3,158.9,34.9,1589,91,0.455,False,No Failure
2020-05-14 13:00:00,Machine_L50408,3.005,309.3,147.5,46.8,1475,94,0.47,False,No Failure
2020-05-14 14:00:00,Machine_L50409,3.0060000000000002,309.4,144.2,43.2,1442,96,0.48,False,No Failure
2020-05-14 15:00:00,Machine_L50410,3.0060000000000002,309.4,155.6,36.0,1556,98,0.49,False,No Failure
2020-05-14 16:00:00,Machine_L50411,3.0069999999999997,309.3,142.5,45.3,1425,100,0.5,False,No Failure
2020-05-14 17:00:00,Machine_L50412,3.0069999999999997,309.3,158.0,38.3,1580,102,0.51,False,No Failure
2020-05-14 18:00:00,Machine_H32647,3.008,309.4,147.4,40.7,1474,104,0.52,False,No Failure
2020-05-14 19:00:00,Machine_L50414,3.008,309.4,148.9,38.4,1489,109,0.545,False,No Failure
2020-05-14 20:00:00,Machine_L50415,3.008,309.4,194.6,20.5,1946,111,0.555,False,No Failure
2020-05-14 21:00:00,Machine_18096,3.008,309.4,134.2,62.4,1342,113,0.565,True,Heat Dissipation Failure
2020-05-14 22:00:00,Machine_18097,3.009,309.5,175.8,26.8,1758,116,0.58,False,No Failure
2020-05-14 23:00:00,Machine_18098,3.009,309.4,172.4,25.6,1724,119,0.595,False,No Failure
2020-05-15 00:00:00,Machine_L50419,3.01,309.5,143.0,48.5,1430,122,0.61,False,No Failure
2020-05-15 01:00:00,Machine_L50420,3.009,309.5,161.2,35.2,1612,124,0.62,False,No Failure
2020-05-15 02:00:00,Machine_H32655,3.009,309.5,146.9,43.4,1469,126,0.63,False,No Failure
2020-05-15 03:00:00,Machine_L50422,3.009,309.6,138.4,42.4,1384,131,0.655,False,No Failure
